clef;VIN;contrat;reference_version_id;code_mcclbp;Marque;Modele;Carrosserie;Carburant;Litre;Boite;Puissance;4RM;DateMEC;KM a date cote;Type;KM_VR;B2C today TTC;Date Cote;B2C futur TTC;ignore;Genre;metal;SurKM;DateVR;DateMEC;PRIX_NEUF_HT;B2B brut TTC;deprec_mensuel;km_vr_comment;date_vr_comment;Profil;Nb Ref;Ref Proba;RPI brut;RPI ambition;ambition;B2B ambition TTC
103994954051000002021-10-25 00:00:00;vf7swyhysjt669999;10399495405;120652;VO-59-44-2-22-1-1.60-99--GENERATION III-N;CITROEN;C3;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-10-26;1550;pneuf1;100000;14570;2018-11-12;7789;;vup;N;6400;2021-10-25;2018-10-26;16025;5910;0.983203;;;rare;1;0.9043;0.7588;0.7068;-0.052;5505
103968464001500002021-10-17 00:00:00;vf7swyhysjt670000;10396846400;120652;VO-59-44-2-22-1-1.60-99--GENERATION III-N;CITROEN;C3;SOCIETE;DIESEL;1.6;MANUELLE;100;N;2018-10-18;1780;pneuf1;150000;14689;2018-11-12;7475;;vup;N;56400;2021-10-17;2018-10-18;16025;4758;0.981958;;;rare;1;0.9043;0.6365;0.5845;-0.052;4369
5147055600002022-10-29 00:00:00;vf7sxbhw6ht678410;5147055;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-30;40;ref;60000;14462;2018-11-12;8529;;vp;Y;0;2022-10-29;2018-10-30;15667;7292;0.989423;;;observable;1;0.8906;0.8550;0.8055;-0.0495;6870
5145841800002020-09-02 00:00:00;vf7sxbhw6ht708103;5145841;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-09-03;6360;ref;80000;14462;2018-11-12;9941;;vp;Y;17600;2020-09-02;2018-09-03;15583;8026;0.984108;;;observable;1;0.8906;0.8074;0.7579;-0.0495;7534
5145847800002020-09-18 00:00:00;vf7sxbhw6ht708129;5145847;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-09-19;4600;ref;80000;14462;2018-11-12;9874;;vp;N;17600;2020-09-18;2018-09-19;15583;7618;0.984181;;;observable;1;0.8906;0.7715;0.7220;-0.0495;7129
5146497500002022-04-08 00:00:00;vf7sxbhw6ht736410;5146497;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-09;860;ref;50000;14877;2018-11-12;9201;;vp;N;0;2022-04-08;2018-10-09;14250;7517;0.988845;;;observable;1;0.8769;0.8170;0.7675;-0.0495;7062
5146872800002021-03-25 00:00:00;vf7sxbhw6ht745662;5146872;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-03-26;16000;ref;80000;14380;2018-11-12;9997;;vup;N;0;2021-03-25;2018-03-26;15583;7742;0.988046;;;observable;1;0.8906;0.7744;0.7224;-0.052;7222
5143308600002021-09-25 00:00:00;vf7sxbhw6jt508732;5143308;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-09-26;1920;ref;60000;14843;2018-11-12;9594;;vp;N;0;2021-09-25;2018-09-26;14250;7838;0.98806;;;observable;1;0.8769;0.8170;0.7650;-0.052;7339
5145868700002021-08-01 00:00:00;vf7sxbhw6jt519574;5145868;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-08-02;5750;ref;70000;14462;2018-11-12;9167;;vup;N;0;2021-08-01;2018-08-02;15583;7099;0.986884;;;observable;1;0.8906;0.7744;0.7224;-0.052;6622
5143896400002021-06-06 00:00:00;vf7sxbhw6jt524096;5143896;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-06-07;5330;ref;40000;14462;2018-11-12;10637;;vup;N;0;2021-06-06;2018-06-07;15583;8237;0.990631;;;observable;1;0.8906;0.7744;0.7224;-0.052;7684
5143137600002021-09-25 00:00:00;vf7sxbhw6jt528572;5143137;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-09-26;1920;ref;60000;14843;2018-11-12;9594;;vp;N;0;2021-09-25;2018-09-26;14250;7838;0.98806;;;observable;1;0.8769;0.8170;0.7650;-0.052;7339
10398735108500002021-10-21 00:00:00;vf7sxbhw6jt532718;10398735108;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-22;410;ref;50000;14462;2018-11-12;9533;;vup;N;0;2021-10-21;2018-10-22;16800;7382;0.988868;;;observable;1;0.8906;0.7744;0.7223;-0.052;6886
10393152908500002022-04-15 00:00:00;vf7sxbhw6jt541962;10393152908;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-04-16;6780;ref;50000;14310;2018-11-12;9216;;vp;N;0;2022-04-15;2018-04-16;14250;7529;0.989834;;;observable;1;0.8769;0.8169;0.7675;-0.0495;7073
5145638250002021-10-02 00:00:00;vf7sxbhw6jt549414;5145638;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-03;640;ref;25000;14877;2018-11-12;9932;;vp;N;0;2021-10-02;2018-10-03;14250;8114;0.989022;;;observable;1;0.8769;0.8170;0.7650;-0.052;7598
5143182600002021-09-27 00:00:00;vf7sxbhw6jt550789;5143182;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-09-28;1810;ref;60000;14847;2018-11-12;9590;;vp;N;0;2021-09-27;2018-09-28;14250;7835;0.988065;;;observable;1;0.8769;0.8170;0.7650;-0.052;7336
5143582750002021-09-25 00:00:00;vf7sxbhw6jt551608;5143582;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-09-26;2400;ref;75000;14827;2018-11-12;9359;;vp;N;0;2021-09-25;2018-09-26;14250;7646;0.987417;;;observable;1;0.8769;0.8170;0.7649;-0.052;7159
5144407500002022-03-05 00:00:00;vf7sxbhw6jt558432;5144407;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-09-06;2160;ref;50000;14835;2018-11-12;9334;;vp;N;0;2022-03-05;2018-09-06;14250;7625;0.988958;;;observable;1;0.8769;0.8169;0.7674;-0.0495;7163
5144406600002021-10-02 00:00:00;vf7sxbhw6jt560736;5144406;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-03;1530;ref;60000;14856;2018-11-12;9587;;vp;N;0;2021-10-02;2018-10-03;14250;7832;0.988103;;;observable;1;0.8769;0.8169;0.7649;-0.052;7333
5143709600002021-09-20 00:00:00;vf7sxbhw6jt566652;5143709;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-09-21;2190;ref;60000;14834;2018-11-12;9603;;vp;N;0;2021-09-20;2018-09-21;14250;7845;0.988048;;;observable;1;0.8769;0.8169;0.7650;-0.052;7346
5143662600002021-09-20 00:00:00;vf7sxbhw6jt568176;5143662;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-09-21;2190;ref;60000;14834;2018-11-12;9603;;vp;N;0;2021-09-20;2018-09-21;14250;7845;0.988048;;;observable;1;0.8769;0.8169;0.7650;-0.052;7346
5143704600002021-09-20 00:00:00;vf7sxbhw6jt568177;5143704;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-09-21;2190;ref;60000;14834;2018-11-12;9603;;vp;N;0;2021-09-20;2018-09-21;14250;7845;0.988048;;;observable;1;0.8769;0.8169;0.7650;-0.052;7346
10397604108550002021-09-26 00:00:00;vf7sxbhw6jt579241;10397604108;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-09-27;1710;ref;55000;14462;2018-11-12;9402;;vp;N;0;2021-09-26;2018-09-27;15875;7681;0.98823;;;observable;1;0.8906;0.8170;0.7649;-0.052;7192
5145316250002020-10-02 00:00:00;vf7sxbhw6jt586014;5145316;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-03;960;ref;25000;14876;2018-11-12;10703;;vp;N;0;2020-10-02;2018-10-03;14250;8744;0.986617;;;observable;1;0.8769;0.8170;0.7674;-0.0495;8214
5144683600002021-10-02 00:00:00;vf7sxbhw6jt586016;5144683;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-03;1530;ref;60000;14856;2018-11-12;9587;;vp;N;0;2021-10-02;2018-10-03;14250;7832;0.988103;;;observable;1;0.8769;0.8169;0.7649;-0.052;7333
10396550406700002021-08-19 00:00:00;vf7sxbhw6jt591754;10396550406;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-08-20;4600;ref;70000;14462;2018-11-12;9112;;vup;N;0;2021-08-19;2018-08-20;15792;7056;0.986938;;;observable;1;0.8906;0.7744;0.7223;-0.052;6582
51469771400002021-10-21 00:00:00;vf7sxbhw6jt596611;5146977;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-22;1150;ref;140000;14462;2018-11-12;8218;;vup;N;46400;2021-10-21;2018-10-22;16800;5431;0.984935;;;observable;1;0.8906;0.6609;0.6089;-0.052;5004
5147050600002021-10-25 00:00:00;vf7sxbhw6jt603589;5147050;120618;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-26;270;ref;60000;15975;2018-11-12;10382;;vp;N;0;2021-10-25;2018-10-26;16708;8482;0.988533;;;observable;1;0.8906;0.8170;0.7650;-0.052;7942
51431381200002021-09-30 00:00:00;vf7sxbhw6jt608148;5143138;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-01;3290;ref;120000;14462;2018-11-12;8532;;vup;N;29000;2021-09-30;2018-10-01;16800;6002;0.985647;;;observable;1;0.8906;0.7035;0.6514;-0.052;5558
5144346200002020-10-07 00:00:00;vf7sxbhw6jt608166;5144346;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-08;630;ref;20000;14877;2018-11-12;10790;;vp;N;0;2020-10-07;2018-10-08;14250;8815;0.987029;;;observable;1;0.8769;0.8170;0.7675;-0.0495;8281
5144335350002020-10-07 00:00:00;vf7sxbhw6jt610715;5144335;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-08;1100;ref;35000;14874;2018-11-12;10558;;vp;N;0;2020-10-07;2018-10-08;14250;8626;0.986164;;;observable;1;0.8769;0.8170;0.7675;-0.0495;8103
5142716750002021-09-19 00:00:00;vf7sxbhw6jt611857;5142716;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-09-20;2810;ref;75000;14812;2018-11-12;9369;;vp;N;0;2021-09-19;2018-09-20;14250;7655;0.987404;;;observable;1;0.8769;0.8171;0.7651;-0.052;7168
5145268600002021-09-27 00:00:00;vf7sxbhw6jt617597;5145268;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-09-28;1810;ref;60000;14847;2018-11-12;9590;;vp;N;0;2021-09-27;2018-09-28;14250;7835;0.988065;;;observable;1;0.8769;0.8170;0.7650;-0.052;7336
5144262450002021-10-03 00:00:00;vf7sxbhw6jt618285;5144262;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-04;1110;ref;45000;14874;2018-11-12;9724;;vp;N;0;2021-10-03;2018-10-04;14250;7944;0.988464;;;observable;1;0.8769;0.8169;0.7649;-0.052;7438
51425801500002021-09-24 00:00:00;vf7sxbhw6jt618287;5142580;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-09-25;4930;ref;150000;14717;2018-11-12;8357;;vp;N;56400;2021-09-24;2018-09-25;14250;5611;0.984532;;;observable;1;0.8769;0.6714;0.6194;-0.052;5176
5144498600002021-09-30 00:00:00;vf7sxbhw6jt618288;5144498;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-01;1640;ref;60000;14853;2018-11-12;9572;;vup;N;0;2021-09-30;2018-10-01;14250;7413;0.988036;;;observable;1;0.8769;0.7744;0.7224;-0.052;6915
5142501600002021-09-18 00:00:00;vf7sxbhw6jt618296;5142501;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-09-19;2300;ref;60000;14830;2018-11-12;9606;;vup;N;0;2021-09-18;2018-09-19;14250;7439;0.988044;;;observable;1;0.8769;0.7744;0.7224;-0.052;6939
5144301500002021-09-17 00:00:00;vf7sxbhw6jt618306;5144301;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-09-18;1960;ref;50000;14842;2018-11-12;9734;;vp;N;0;2021-09-17;2018-09-18;14250;7952;0.988373;;;observable;1;0.8769;0.8169;0.7649;-0.052;7446
5145251700002021-10-08 00:00:00;vf7sxbhw6jt618921;5145251;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-09;1410;ref;70000;14869;2018-11-12;9440;;vup;N;0;2021-10-08;2018-10-09;14250;7310;0.987729;;;observable;1;0.8769;0.7744;0.7224;-0.052;6819
5144698700002021-04-08 00:00:00;vf7sxbhw6jt619732;5144698;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-09;1690;ref;70000;14851;2018-11-12;9744;;vup;N;0;2021-04-08;2018-10-09;14250;7545;0.986353;;;observable;1;0.8769;0.7743;0.7223;-0.052;7038
5144589800002021-10-07 00:00:00;vf7sxbhw6jt619733;5144589;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-08;1680;ref;80000;14851;2018-11-12;9268;;vup;N;0;2021-10-07;2018-10-08;14250;7177;0.987258;;;observable;1;0.8769;0.7744;0.7224;-0.052;6695
5145309800002020-10-07 00:00:00;vf7sxbhw6jt619736;5145309;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-08;2520;ref;80000;14822;2018-11-12;10015;;vup;N;17600;2020-10-07;2018-10-08;14250;7324;0.984192;;;observable;1;0.8769;0.7313;0.6818;-0.0495;6828
5145701500002021-10-18 00:00:00;vf7sxbhw6jt619737;5145701;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-19;550;ref;50000;14877;2018-11-12;9638;;vup;N;0;2021-10-18;2018-10-19;14250;7463;0.988379;;;observable;1;0.8769;0.7743;0.7223;-0.052;6962
5143195600002021-09-25 00:00:00;vf7sxbhw6jt619740;5143195;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-09-26;1920;ref;60000;14843;2018-11-12;9594;;vp;N;0;2021-09-25;2018-09-26;14250;7838;0.98806;;;observable;1;0.8769;0.8170;0.7650;-0.052;7339
103951591091500002021-11-07 00:00:00;vf7sxbhw6jt622673;10395159109;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-08;3060;ref;150000;14462;2018-11-12;8076;;vp;N;53800;2021-11-07;2018-10-08;15792;5476;0.984692;;;observable;1;0.8906;0.6781;0.6261;-0.052;5056
5145817600002021-10-16 00:00:00;vf7sxbhw6jt623313;5145817;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-17;770;ref;60000;14877;2018-11-12;9555;;vp;N;0;2021-10-16;2018-10-17;14250;7807;0.988125;;;observable;1;0.8769;0.8171;0.7650;-0.052;7310
5146115800002020-10-22 00:00:00;vf7sxbhw6jt625012;5146115;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-23;880;ref;80000;14462;2018-11-12;9802;;vp;Y;17600;2020-10-22;2018-10-23;15792;7914;0.984624;;;observable;1;0.8906;0.8074;0.7579;-0.0495;7429
5146302800002020-11-23 00:00:00;vf7sxbhw6jt625014;5146302;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-24;740;ref;80000;14462;2018-11-12;9729;;vp;Y;15000;2020-11-23;2018-10-24;15792;7923;0.984945;;;observable;1;0.8906;0.8144;0.7648;-0.0495;7441
5145967600002020-10-16 00:00:00;vf7sxbhw6jt625028;5145967;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-17;1150;ref;60000;14462;2018-11-12;10043;;vp;N;0;2020-10-16;2018-10-17;15792;8204;0.985462;;;observable;1;0.8906;0.8169;0.7674;-0.0495;7707
103954279091000002021-08-30 00:00:00;vf7sxbhw6jt625032;10395427909;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-08-31;5570;ref;100000;14462;2018-11-12;8609;;vp;N;6400;2021-08-30;2018-08-31;15792;6891;0.985496;;;observable;1;0.8906;0.8004;0.7484;-0.052;6443
5142488350002021-08-29 00:00:00;vf7sxbhw6jt625033;5142488;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-08-30;1980;ref;35000;14462;2018-11-12;9645;;vp;N;0;2021-08-29;2018-08-30;15792;7879;0.988643;;;observable;1;0.8906;0.8169;0.7649;-0.052;7377
5142479350002021-08-29 00:00:00;vf7sxbhw6jt625038;5142479;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-08-30;1980;ref;35000;14462;2018-11-12;9645;;vp;N;0;2021-08-29;2018-08-30;15792;7879;0.988643;;;observable;1;0.8906;0.8169;0.7649;-0.052;7377
10395600404450002020-10-07 00:00:00;vf7sxbhw6jt625041;10395600404;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-08;1420;ref;45000;14462;2018-11-12;10270;;vp;N;0;2020-10-07;2018-10-08;15792;8391;0.98618;;;observable;1;0.8906;0.8170;0.7676;-0.0495;7883
5143832600002022-10-01 00:00:00;vf7sxbhw6jt625042;5143832;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-02;1190;ref;60000;14462;2018-11-12;8612;;vp;N;0;2022-10-01;2018-10-02;15792;7036;0.989419;;;observable;1;0.8906;0.8170;0.7675;-0.0495;6610
5142477350002021-08-29 00:00:00;vf7sxbhw6jt625049;5142477;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-08-30;1980;ref;35000;14462;2018-11-12;9645;;vp;N;0;2021-08-29;2018-08-30;15792;7879;0.988643;;;observable;1;0.8906;0.8169;0.7649;-0.052;7377
10395600508450002020-10-04 00:00:00;vf7sxbhw6jt625050;10395600508;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-05;1600;ref;45000;14462;2018-11-12;10277;;vp;N;0;2020-10-04;2018-10-05;15792;8396;0.986154;;;observable;1;0.8906;0.8170;0.7674;-0.0495;7887
5142478350002021-08-28 00:00:00;vf7sxbhw6jt625052;5142478;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-08-29;2010;ref;35000;14462;2018-11-12;9648;;vp;N;0;2021-08-28;2018-08-29;15792;7882;0.98864;;;observable;1;0.8906;0.8170;0.7649;-0.052;7380
103954281001000002021-08-30 00:00:00;vf7sxbhw6jt625060;10395428100;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-08-31;5570;ref;100000;14462;2018-11-12;8609;;vp;N;6400;2021-08-30;2018-08-31;15792;6891;0.985496;;;observable;1;0.8906;0.8004;0.7484;-0.052;6443
10395415500600002020-10-16 00:00:00;vf7sxbhw6jt627057;10395415500;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-17;1150;ref;60000;14462;2018-11-12;10043;;vp;N;0;2020-10-16;2018-10-17;15792;8204;0.985462;;;observable;1;0.8906;0.8169;0.7674;-0.0495;7707
10395415304600002020-10-17 00:00:00;vf7sxbhw6jt627059;10395415304;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-18;1070;ref;60000;14462;2018-11-12;10040;;vp;N;0;2020-10-17;2018-10-18;15792;8202;0.98547;;;observable;1;0.8906;0.8169;0.7674;-0.0495;7705
10395415408600002020-10-11 00:00:00;vf7sxbhw6jt627061;10395415408;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-12;1560;ref;60000;14462;2018-11-12;10058;;vp;N;0;2020-10-11;2018-10-12;15792;8218;0.985425;;;observable;1;0.8906;0.8171;0.7675;-0.0495;7720
10395415003600002020-10-11 00:00:00;vf7sxbhw6jt627062;10395415003;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-12;1560;ref;60000;14462;2018-11-12;10058;;vp;N;0;2020-10-11;2018-10-12;15792;8218;0.985425;;;observable;1;0.8906;0.8171;0.7675;-0.0495;7720
51429311350002021-09-27 00:00:00;vf7sxbhw6jt629085;5142931;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-09-28;4070;ref;135000;14462;2018-11-12;8353;;vp;N;41400;2021-09-27;2018-09-28;15875;5932;0.985034;;;observable;1;0.8906;0.7102;0.6582;-0.052;5498
10397372708310002020-10-08 00:00:00;vf7sxbhw6jt629086;10397372708;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-09;930;ref;31000;14462;2018-11-12;10518;;vp;N;0;2020-10-08;2018-10-09;15875;8593;0.987155;;;observable;1;0.8906;0.8170;0.7674;-0.0495;8072
5143071600002021-09-09 00:00:00;vf7sxbhw6jt630614;5143071;120699;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-09-10;2790;ref;60000;14462;2018-11-12;9385;;vp;N;0;2021-09-09;2018-09-10;15792;7667;0.987993;;;observable;1;0.8906;0.8169;0.7649;-0.052;7179
5145189500002020-10-11 00:00:00;vf7sxbhw6jt632381;5145189;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-12;1300;ref;50000;14871;2018-11-12;10351;;vp;N;0;2020-10-11;2018-10-12;14250;8457;0.985456;;;observable;1;0.8769;0.8170;0.7676;-0.0495;7945
5145279500002020-10-11 00:00:00;vf7sxbhw6jt632382;5145279;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-12;1300;ref;50000;14871;2018-11-12;10351;;vp;N;0;2020-10-11;2018-10-12;14250;8457;0.985456;;;observable;1;0.8769;0.8170;0.7676;-0.0495;7945
5144660900002020-10-04 00:00:00;vf7sxbhw6jt632384;5144660;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-05;3210;ref;90000;14798;2018-11-12;9939;;vup;N;27600;2020-10-04;2018-10-05;14250;7025;0.983885;;;observable;1;0.8769;0.7068;0.6573;-0.0495;6533
5145179500002020-10-11 00:00:00;vf7sxbhw6jt632385;5145179;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-12;1300;ref;50000;14871;2018-11-12;10351;;vp;N;0;2020-10-11;2018-10-12;14250;8457;0.985456;;;observable;1;0.8769;0.8170;0.7676;-0.0495;7945
5143181600002021-10-01 00:00:00;vf7sxbhw6jt632386;5143181;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-02;1590;ref;60000;14854;2018-11-12;9589;;vp;N;0;2021-10-01;2018-10-02;14250;7834;0.988102;;;observable;1;0.8769;0.8170;0.7649;-0.052;7335
5145929600002021-10-22 00:00:00;vf7sxbhw6jt633298;5145929;122314;VO-59-44-2-2-1-1.60-75--GENERATION III-N;CITROEN;C3;BERLINE;DIESEL;1.6;MANUELLE;75;N;2018-10-23;440;ref;60000;14877;2018-11-12;9535;;vp;N;0;2021-10-22;2018-10-23;14250;7790;0.988134;;;observable;1;0.8769;0.8170;0.7650;-0.052;7294
